Gene.id	genename	Control_rep1	Control_rep2	si91_rep1	si91_rep2	Control_rep1.1	Control_rep2.1	si91_rep1.1	si91_rep2.1	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	chromosome	strand	start	end	length	type
ENSG00000160326	SLC2A6	629.579600473821	622.620693515143	251.533529906465	224.687889987272	11.6592363900859	11.6547093823903	11.3547805844615	11.3257236144748	432.105428470675	-1.39368451314577	0.183488502101093	-7.59548689529288	3.06637265115972e-14	3.62695681575516e-13	chr9	-	133471093	133479099	8006	protein_coding
ENSG00000282034	AC106886.5	1745.11258038713	1950.49383925268	3121.59560191613	3023.53977987439	12.1856819279453	12.2580640633858	12.6004415485168	12.5752962398457	2460.18545035758	0.733161877664037	0.0965456897751646	7.59393691599721	3.10329521060522e-14	3.6681576317679e-13	chr16	+	30704066	30745169	41103	protein_coding
ENSG00000185033	SEMA4B	2239.70513101664	2202.23245298875	3421.04028037621	3660.66845422186	12.3525327564727	12.3407322512949	12.674176053372	12.730168560377	2880.91157965086	0.672796863577485	0.0886058452513926	7.59314311227013	3.12237362234492e-14	3.68822504663664e-13	chr15	+	90184962	90229670	44708	protein_coding
ENSG00000173744	AGFG1	3042.06815529117	2977.62581667195	1906.31089148893	1796.47714779778	12.5800877467187	12.5633402588605	12.2428954622521	12.2042447420966	2430.62050281246	-0.700713032140267	0.0922942146578111	-7.59216636425395	3.1460072981973e-14	3.71364264325873e-13	chr2	+	227472155	227561217	89062	protein_coding
ENSG00000270885	RASL10B	440.597730691799	388.177099043391	950.852025140924	902.855448350682	11.524920440657	11.4824048711162	11.8443978889993	11.8192109101139	670.620575806699	1.1626562848144	0.15318679827302	7.58979427680338	3.20413791308627e-14	3.77971994545721e-13	chr17	+	35731638	35743521	11883	protein_coding
ENSG00000158467	AHCYL2	681.414627614032	623.581527918715	1286.23006501621	1285.54304179932	11.6921372592821	11.6553360576709	12.0032372582453	12.0029377233	969.192315587071	0.979414239658011	0.129065296873154	7.588517311672	3.2358674252702e-14	3.81458568944042e-13	chr7	+	129225022	129430211	205189	protein_coding
ENSG00000143515	ATP8B2	4808.77866365338	4581.25843623488	6834.7096148211	7025.85694352895	12.9686556874573	12.9247819872951	13.3058919221033	13.3337312137337	5812.65091455958	0.56189144083652	0.0740730132634247	7.58564308486107	3.30841990473011e-14	3.89749628105555e-13	chr1	+	154327799	154351303	23504	protein_coding
ENSG00000006576	PHTF2	1478.37816989479	1499.86250397706	795.140792341683	804.362126712426	12.0836387931909	12.0922411176254	11.7598401637635	11.7650901789235	1144.43589823149	-0.896978979615297	0.118254729580154	-7.58514253763796	3.32121747277295e-14	3.90994837690031e-13	chr7	+	77798804	77957225	158421	protein_coding
ENSG00000119801	YPEL5	2256.98347339672	1980.27970576344	3494.74973968946	3485.22722505371	12.3579327834796	12.2681727783772	12.6916692065713	12.6894230950995	2804.31003597583	0.720693137378925	0.0950259599423725	7.58417108141798	3.34619392917747e-14	3.93671193289894e-13	chr2	+	30146940	30160533	13593	protein_coding
ENSG00000104164	BLOC1S6	2567.99363623799	2411.69435296761	1499.06612878322	1464.06218726866	12.4510254229101	12.4051798342282	12.0919235415569	12.0778660043188	1985.70407631437	-0.748571436716769	0.0987148372801945	-7.58317044672834	3.37211369058028e-14	3.96454866783361e-13	chr15	+	45587590	45609710	22120	protein_coding
ENSG00000186522	SEPTIN10	3067.98566886128	3154.41934692934	1914.60320566167	1964.73657226313	12.5867584808593	12.6087439660969	12.2457584176265	12.262909357684	2525.43619842885	-0.681888616544966	0.0899269851803238	-7.58269183802422	3.38458095317702e-14	3.97654280261822e-13	chr2	-	109542798	109613966	71168	protein_coding
ENSG00000242372	EIF6	3477.2664039892	4373.71820506316	2180.87862743078	2253.03473247511	12.6875422231632	12.8834218899637	12.3339522413604	12.3567009381359	3071.22449223956	-0.824834651822281	0.108824138312716	-7.57951925566407	3.46837725352805e-14	4.07226929305537e-13	chr20	-	35278910	35284770	5860	protein_coding
ENSG00000212907	MT-ND4L	6537.69279805919	5939.87828288675	4178.40497481985	3893.56412101232	13.2614638006063	13.1673338171338	12.8432452788573	12.7822883034149	5137.38504419453	-0.627944476055344	0.0828550797618243	-7.57882893674639	3.4868788956423e-14	4.09125569887763e-13	chrM	+	10469	10766	297	protein_coding
ENSG00000013275	PSMC4	3115.50111040647	3421.53131112257	1995.68361090624	2017.06114938346	12.598893763021	12.6742934084163	12.2733643480049	12.2805289818001	2637.44429545468	-0.704396177800859	0.0929583885091387	-7.57754291030562	3.52160563851689e-14	4.12924140099445e-13	chr19	+	39971164	39981764	10600	protein_coding
ENSG00000115306	SPTBN1	40695.8957870599	44332.8993808467	30008.9636229069	30468.2934655343	15.4329563758181	15.5471152926046	15.0330007272643	15.0526884352772	36376.513064087	-0.491610876999936	0.0649037365028066	-7.57446186443638	3.60619303487076e-14	4.22560122437159e-13	chr2	+	54456326	54671446	215120	protein_coding
ENSG00000090905	TNRC6A	4539.88446036354	4658.1251885207	6748.10100012803	6724.22114601179	12.916641710631	12.9397709348186	13.2930870783498	13.2895350814965	5667.58294875601	0.550519744551557	0.0726827499830428	7.5742833709511	3.6111541799298e-14	4.22859168247551e-13	chr16	+	24729650	24826218	96568	protein_coding
ENSG00000178075	GRAMD1C	222.458658143408	173.911027046668	586.911569781752	560.180766817582	11.3232321236819	11.2653931541512	11.6310383946053	11.6128075467904	385.865505447353	1.53570879088111	0.20281134330493	7.5721050206356	3.67224391084813e-14	4.29725982447448e-13	chr3	+	113838787	113947174	108387	protein_coding
ENSG00000185480	PARPBP	300.211198853726	360.312901339782	86.6086146930686	59.5063818231131	11.4036350825845	11.4585699955997	11.1348314258152	11.0810638239973	201.659774177422	-2.17292557410459	0.287096601496229	-7.56862172098239	3.77204785019443e-14	4.41110965452783e-13	chr12	+	102120182	102197520	77338	protein_coding
ENSG00000197355	UAP1L1	1564.76988179514	1610.35846038793	2601.94391375772	2627.51454912056	12.1177993131163	12.1353793880495	12.4607498520273	12.4680212485236	2101.14670126534	0.719639775548218	0.0950835948982513	7.56849566235167	3.77570927182218e-14	4.41245172092509e-13	chr9	+	137077516	137084538	7022	protein_coding
ENSG00000108344	PSMD3	5056.07493896815	5698.70884758999	3370.36502709835	3482.14930875252	13.0147251445781	13.1274024049737	12.6620045267829	12.6886962257399	4401.82453060225	-0.650645201069914	0.0859788732258804	-7.56750090642109	3.80472521331109e-14	4.44340263933796e-13	chr17	+	39980806	39997959	17153	protein_coding
ENSG00000164466	SFXN1	2375.7720772597	2624.03875615718	1436.41308836696	1491.76343397942	12.3943817123708	12.4670354922919	12.0666227195216	12.0890067757633	1981.99683894082	-0.772410082055821	0.102095523753621	-7.5655626579655	3.86189307354708e-14	4.5071681595726e-13	chr5	+	175478559	175529742	51183	protein_coding
ENSG00000038382	TRIO	16323.7139635717	17069.2231794699	11943.6965134707	11908.4581693254	14.2712565670112	14.3250755031438	13.9055269496718	13.9021634138537	14311.2729564594	-0.485476984879728	0.0641854512225651	-7.56366085511063	3.91880672406027e-14	4.57055245364983e-13	chr5	+	14143341	14510204	366863	protein_coding
ENSG00000255529	POLR2M	1326.11277767041	1280.79225996248	2298.81376233198	2166.85307604164	12.0204702061874	12.0008639066946	12.3709009163254	12.3294767399121	1768.14296900163	0.776960009418108	0.102727817423754	7.5632874220732	3.93007862716897e-14	4.58065538796128e-13	chr15	+	57706713	57717557	10844	protein_coding
ENSG00000068796	KIF2A	2326.096842917	2347.31844792823	1419.82846002148	1350.17928412443	12.3792804412135	12.3857561384995	12.0598180727773	12.0307247194745	1860.85575874778	-0.754344460851969	0.0997654406270417	-7.56118006506857	3.99428839254743e-14	4.65240505337658e-13	chr5	+	62306205	62391025	84820	protein_coding
ENSG00000235288	AC099329.1	591.783226517416	758.098344418901	253.376266389297	240.07747149325	11.634312560233	11.7384064434413	11.3567149779351	11.3425868873202	460.833827204716	-1.45235893019439	0.192189706904749	-7.55690277895159	4.12780259498454e-14	4.8047293733265e-13	chr3	-	42785086	42852425	67339	lncRNA
ENSG00000198860	TSEN15	775.365614305666	956.030231554887	361.176350634925	361.142179340273	11.7484675674182	11.8470724834296	11.459322812402	11.4592930373513	613.428593958938	-1.26204523668782	0.167059586423818	-7.55446163673659	4.20595908613865e-14	4.89085861990759e-13	chr1	+	184051698	184074212	22514	protein_coding
ENSG00000100714	MTHFD1	5302.29131788415	6287.70033698008	3666.12423259277	3417.51306642741	13.0590396618845	13.2229005390765	12.7314145706076	12.6733327313934	4668.4072384711	-0.710443245318724	0.0940434123700565	-7.55441798010436	4.2073699743978e-14	4.89085861990759e-13	chr14	+	64388352	64460025	71673	protein_coding
ENSG00000273703	H2BC14	96.1107794891424	202.73605915385	8.29231417274061	4.10388840159401	11.1515998717126	11.3006045976373	10.9173443812131	10.888381186867	77.8107603043319	-4.57730723657676	0.605954534669825	-7.55387900359697	4.22482692029011e-14	4.90790118675396e-13	chr6	+	27815021	27815489	468	protein_coding
ENSG00000129562	DAD1	2728.89819965239	2862.32568824323	1675.0474628936	1737.99673807506	12.4964176036546	12.5327823159773	12.1598271414423	12.1830846668684	2251.06702221607	-0.712466464077217	0.0943920175404214	-7.54795249261537	4.42154138932593e-14	5.13302354542579e-13	chr14	-	22564906	22589224	24318	protein_coding
ENSG00000126351	THRA	2462.16378916005	2384.79098966757	3698.37212104231	3913.05759091989	12.4201822132235	12.3971022986392	12.7387542562888	12.7865545802059	3114.59612269746	0.651083442948542	0.0863203399408961	7.54264224856323	4.6054331366171e-14	5.3429720982842e-13	chr17	+	40062192	40093613	31421	protein_coding
ENSG00000170296	GABARAP	5912.43278318039	5351.84762790022	8477.50918926515	8314.47790162947	13.1628493936422	13.0677814235407	13.5284190139916	13.507883586019	7014.06687549381	0.576316823513021	0.0764088159368212	7.5425435723222	4.60892046168119e-14	5.34348618651849e-13	chr17	-	7240007	7242449	2442	protein_coding
ENSG00000023734	STRAP	5046.35587137935	5262.49002836796	3484.61468903389	3292.34447017879	13.0129448456187	13.0519764942302	12.6892784747631	12.6430270952814	4271.45126474	-0.605086080576599	0.0802338919675489	-7.5415272241976	4.64499074367823e-14	5.3817506616359e-13	chr12	+	15882386	15903478	21092	protein_coding
ENSG00000101003	GINS1	560.466230953538	863.790128811903	234.948901560984	224.687889987272	11.6130046748246	11.7981559559317	11.3370308426693	11.3257236144748	470.973287828424	-1.63255081824621	0.216492762740555	-7.54090251138169	4.66729944480252e-14	5.40403081494846e-13	chr20	+	25407672	25448563	40891	protein_coding
ENSG00000160584	SIK3	1277.51743972647	1177.98297878019	2106.24779987612	2150.43752243526	11.9994318007592	11.9548576306355	12.3099302898267	12.3242159003662	1678.04643520451	0.794156064586305	0.105329330452806	7.53974283489953	4.70899152315519e-14	5.44870983559282e-13	chr11	-	116843414	117098428	255014	protein_coding
ENSG00000196233	LCOR	6069.01776099978	6300.19118422653	4223.55201864922	4140.82339720836	13.1882347191001	13.2248538191453	12.852644726839	12.8353678706902	5183.39609027097	-0.564455620551382	0.0748866750892476	-7.53746403988001	4.7919871517845e-14	5.54109028163855e-13	chr10	+	96832297	96995956	163659	protein_coding
ENSG00000147912	FBXO10	765.646546716876	727.351643504573	1379.28825739919	1460.98427096747	11.7428198411153	11.7201759017626	12.0429874127184	12.0766205593686	1083.31767964703	0.927983931010487	0.123170351365249	7.53415022953576	4.91525129743992e-14	5.67988189756174e-13	chr9	-	37510891	37576380	65489	protein_coding
ENSG00000159259	CHAF1B	475.15441545194	731.194981118863	145.576182143669	195.960671176114	11.5514989033163	11.722477453037	11.2277293572315	11.2925718636935	386.971562472646	-1.82385114062861	0.242197504883064	-7.53042910788524	5.05738432325067e-14	5.84028072539599e-13	chr21	+	36385391	36419015	33624	protein_coding
ENSG00000132432	SEC61G	1315.31381368287	1409.54407004123	728.802278959758	677.141586263012	12.015833923212	12.055575134255	11.721045381011	11.6894775195534	1032.70043723672	-0.954446078834098	0.126833187583487	-7.52520769223625	5.26365861892728e-14	6.07449044957466e-13	chr7	-	54752252	54759974	7722	protein_coding
ENSG00000117593	DARS2	1242.96075496633	1451.82078379843	692.868917544549	635.076730146673	11.9841895370922	12.072903558252	11.6992225632926	11.662793391533	1005.68179661399	-1.02101619198278	0.135766551269437	-7.52038099543764	5.46168472758591e-14	6.29887989640706e-13	chr1	+	173824660	173858808	34148	protein_coding
ENSG00000103342	GSPT1	6295.79600473821	6963.16692269173	4395.84787979394	4361.40739879403	13.2241668383949	13.3246637061704	12.8878957613727	12.8809263110286	5504.05455150448	-0.598611602520598	0.0796380411405453	-7.51665402548222	5.61958677192484e-14	6.47673057173977e-13	chr16	-	11868127	11915956	47829	protein_coding
ENSG00000085840	ORC1	231.097829333444	425.649640782729	62.6530404162624	53.3505492207221	11.3328175350662	11.513082178168	11.0878673927458	11.0672078132629	193.187764938289	-2.50110173646143	0.332851900702906	-7.51415789178215	5.72784225376092e-14	6.59716634384944e-13	chr1	-	52372828	52404423	31595	protein_coding
ENSG00000165406	MARCHF8	1742.95278758962	1666.08685579515	2838.73555180154	2733.18967546161	12.1848942795172	12.1564744881207	12.526433150345	12.497604682858	2245.24121766198	0.709191872685083	0.094399464220379	7.51266840910715	5.79341402928645e-14	6.66831452170919e-13	chr10	-	45454592	45594906	140314	protein_coding
ENSG00000214176	PLEKHM1P1	1170.60769624978	1016.56279897997	1908.15362797176	2136.07391302968	11.9514704955886	11.8777553725092	12.2435323241316	12.3195923796878	1557.8495090578	0.887272627200892	0.11812441380372	7.51133993922052	5.85251979556096e-14	6.73193184609971e-13	chr17	-	64779258	64837139	57881	transcribed_unprocessed_pseudogene
ENSG00000091483	FH	2143.5943515275	2479.91359562127	1289.91553798187	1324.52998161447	12.3220155172868	12.4254126235464	12.0048425161278	12.0197920363456	1809.48836668628	-0.823091255086691	0.109707933049025	-7.50256824835883	6.25794123219639e-14	7.19355877201986e-13	chr1	-	241497602	241519755	22153	protein_coding
ENSG00000115183	TANC1	7313.05841236486	6758.50919473073	10147.9498109517	10274.0846133906	13.3745152228097	13.2946323247174	13.7229163140911	13.7365527646241	8623.40050785947	0.537517964934432	0.0716580994726837	7.50114737747595	6.32616133323384e-14	7.26721923313178e-13	chr2	+	158968639	159232659	264020	protein_coding
ENSG00000103197	TSC2	3734.28174689275	3818.35591979811	5491.35471883712	5901.39152149219	12.7468771319142	12.7656921483326	13.0920844006713	13.1610410625544	4736.34597675504	0.592818762355287	0.0790642613704453	7.49793588253119	6.48305964546631e-14	7.44258639351669e-13	chr16	+	2047984	2089491	41507	protein_coding
ENSG00000213186	TRIM59	1237.56127297255	1350.93317142329	684.576603371808	599.167706632725	11.9817860606052	12.0310442295673	11.6940995941533	11.6392480327403	968.059688600094	-1.01124381638419	0.134877190915872	-7.49751540284478	6.50388344082839e-14	7.46161215927194e-13	chr3	-	160439000	160485773	46773	protein_coding
ENSG00000161671	EMC10	1960.01196373925	1895.72627824904	3030.38014601599	3149.7343482234	12.2613044421415	12.2392301258773	12.5770673928789	12.6075623996876	2508.96318405692	0.680686706176601	0.0908129544892529	7.49548024293335	6.60560548813136e-14	7.57336336598104e-13	chr19	+	50476506	50490871	14365	protein_coding
ENSG00000187514	PTMA	19681.1118672991	23872.8915911686	13996.5049553447	14095.830687375	14.4990170173885	14.7402124781327	14.0887621993279	14.0970515226821	17911.5847752969	-0.632745364896805	0.0844457919363568	-7.49291765033926	6.73591670887871e-14	7.71772493413499e-13	chr2	+	231708515	231713536	5021	protein_coding
ENSG00000182199	SHMT2	5247.21660154768	6393.39212137308	3528.84036462184	3534.47388587284	13.0492559780363	13.2393393616297	12.6996771739563	12.7009955514051	4675.98074335386	-0.721083050332852	0.0962533528697885	-7.49151098464417	6.80851845362565e-14	7.79582024895571e-13	chr12	+	57230327	57234551	4224	protein_coding
ENSG00000102359	SRPX2	735.409447551753	691.800770572381	1340.59079125973	1385.06233553798	11.7249936727281	11.6985645418744	12.0266519180793	12.0454019675491	1038.21583623046	0.933747258039258	0.12466800763359	7.48987070350575	6.89414960369905e-14	7.88612755993515e-13	chrX	+	100644198	100675788	31590	protein_coding
ENSG00000124541	RRP36	1721.35485961453	1923.59047595265	1021.79737972993	986.985160583359	12.1769855526456	12.2488528550581	11.8803599924085	11.8628947218747	1413.43196897012	-0.859803130134291	0.114796106026609	-7.48982835650363	6.89637429755624e-14	7.88612755993515e-13	chr6	+	43021622	43029599	7977	protein_coding
ENSG00000272674	PCDHB16	144.706117433091	108.574287603721	435.80717818959	426.804393765777	11.2265160614323	11.1723676259116	11.5211499539599	11.5140044429959	278.972994248045	1.77131078087017	0.236506366029723	7.48948457754223	6.91446081632497e-14	7.89918776347148e-13	chr5	+	141182386	141186226	3840	protein_coding
ENSG00000198467	TPM2	24884.0527164979	26259.6042496433	18080.9303695402	18685.0038924575	14.7927710984791	14.8613056661167	14.3949961444851	14.4351624350728	21977.3978070347	-0.476266888671407	0.0635917868485605	-7.48944026066768	6.91679575711028e-14	7.89918776347148e-13	chr9	-	35681992	35690056	8064	protein_coding
ENSG00000183454	GRIN2A	1283.99681811899	1226.02469895883	2262.88040091677	2082.72336380896	12.0022632487861	11.9766305631131	12.3597699020456	12.3022502947122	1713.90632045089	0.792418184908497	0.105809276290041	7.48911827670335	6.93378354404315e-14	7.91343969756758e-13	chr16	-	9753403	10182754	429351	protein_coding
ENSG00000099797	TECR	3490.22516077425	3764.54919319804	2241.68893136421	2326.9047237038	12.6906024835362	12.7536831628996	12.3531540630895	12.3795276344773	2955.84200226008	-0.667577838198954	0.089152945611896	-7.48800652201756	6.99275531944607e-14	7.97164303053607e-13	chr19	+	14529593	14565980	36387	protein_coding
ENSG00000165244	ZNF367	315.329748436288	529.419756368586	99.5077700728874	97.4673495378577	11.4179570786565	11.5912411855965	11.1573892108628	11.1539240538158	260.431156103905	-2.10182684234885	0.280693223296399	-7.48798570077845	6.99386444882672e-14	7.97164303053607e-13	chr9	-	96385940	96418370	32430	protein_coding
ENSG00000241685	ARPC1A	4782.86115008328	5368.18181276096	3196.2264294708	3293.37044227919	12.9637319797586	13.0706501432695	12.6192374642901	12.6432785565998	4160.15995864856	-0.645799803602348	0.0862683621646767	-7.48594023808622	7.1036716721791e-14	8.09154762243736e-13	chr7	+	99325897	99366262	40365	protein_coding
ENSG00000278144	AP000944.4	249.456068112269	226.756919243169	632.058613611118	605.323539235117	11.3525909869768	11.3280246878537	11.6608425417531	11.6433373633053	428.398785050418	1.37876311580594	0.184200985372149	7.4851017383016	7.14917331241909e-14	8.13809592431208e-13	chr11	+	65423272	65423392	120	misc_RNA
ENSG00000178202	POGLUT3	1752.67185517841	1823.66369798108	1019.03327500568	1001.34876998894	12.1884341213453	12.2139412500845	11.8789855671663	11.8701421520072	1399.17939953853	-0.823914692321342	0.11011588889641	-7.48225075035655	7.30603729778752e-14	8.31126848270022e-13	chr11	-	108472115	108498384	26269	protein_coding
ENSG00000125166	GOT2	5380.04385859447	5947.56495811533	3750.890110803	3632.9672075111	13.0727295369939	13.1685870770241	12.7506163016504	12.7238228408204	4677.86653375597	-0.617533290375335	0.082546765078063	-7.48101139749503	7.37527815163857e-14	8.38460216293471e-13	chr16	-	58707130	58734316	27186	protein_coding
ENSG00000135069	PSAT1	1389.82666519692	2296.39422453887	282.860050114597	264.700801902814	12.0473898791035	12.3701548225093	11.3867278216103	11.3684462884897	1058.4454354383	-2.75109325279845	0.367783755098803	-7.4801924083335	7.42138745054581e-14	8.43156077148418e-13	chr9	+	78297124	78330093	32969	protein_coding
ENSG00000134291	TMEM106C	1934.09445016915	2432.83270984621	1157.23851121802	1142.93291984393	12.2524584467166	12.4114870466902	11.9452995049809	11.9386511922455	1666.77464776933	-0.925449460236751	0.123722863025959	-7.48001976031364	7.43114368173134e-14	8.43718402622446e-13	chr12	+	47963595	47968878	5283	protein_coding
ENSG00000163629	PTPN13	2830.40846113531	2479.91359562127	4204.20328557949	4311.13476587451	12.5241838800916	12.4254126235464	12.8486248462768	12.8706847320819	3456.41502705264	0.681732555544916	0.0911450275682345	7.47964616099925	7.45229872440601e-14	8.45573364638001e-13	chr4	+	86594314	86815171	220857	protein_coding
ENSG00000115159	GPD2	1875.78004463641	2166.68158005655	1082.60768366336	1143.95889194433	12.2322892358755	12.3294219059974	11.9100833138775	11.9391295670352	1567.25705007516	-0.861192282828961	0.11514856174311	-7.47896690842071	7.49091313934829e-14	8.49405673998582e-13	chr2	+	156435440	156586403	150963	protein_coding
ENSG00000106399	RPA3	408.200838729167	519.811412332858	152.025759833578	113.882903144234	11.4989824034826	11.5843681802693	11.2366102460967	11.180844097345	298.480228509959	-1.80142737158829	0.241184209976748	-7.46909331984029	8.07492604547304e-14	9.15036648651958e-13	chr7	-	7636517	7718607	82090	protein_coding
ENSG00000086200	IPO11	855.277947813492	1049.23116870144	431.200336982512	392.947314452626	11.7934985694877	11.8938893183297	11.5175033463194	11.4863941638603	682.164191987519	-1.20857102401764	0.161830373799902	-7.46813466248305	8.13395824281972e-14	9.21072065266572e-13	chr5	+	62412762	62628582	215820	protein_coding
ENSG00000154767	XPC	1715.95537762076	1731.4235952381	2909.68090639054	2720.87801025683	12.1749991353914	12.1806798436456	12.5454270331451	12.4941959210702	2269.48447237656	0.707942146359752	0.0947960128739176	7.46805825368777	8.13868155431239e-14	9.21072065266572e-13	chr3	-	14145146	14178601	33455	protein_coding
ENSG00000125347	IRF1	1294.79578210654	1255.81056546959	2187.32820512069	2138.12585723048	12.0069641148212	11.9898854100577	12.3360043293633	12.3202540494645	1719.01510248182	0.762292195938056	0.102080478671774	7.46756094658515	8.16948919922724e-14	9.2396291181724e-13	chr5	-	132481608	132490773	9165	protein_coding
ENSG00000143248	RGS5	252.695757308532	176.793530257386	609.024407575727	643.284506949861	11.3560014701147	11.2690427096139	11.6457850832836	11.6680735281439	420.449550522877	1.54691147960193	0.207250087627215	7.46398468300962	8.39443642426233e-14	9.48402650244238e-13	chr1	-	163142298	163321791	179493	protein_coding
ENSG00000241973	PI4KA	4450.25305926692	4534.17755045981	6473.53326418617	6667.79268048987	12.8988290270727	12.9155148527526	13.2516715916764	13.2811043761601	5531.43913860069	0.548477652094564	0.0734835243045231	7.46395409427585	8.39638647797839e-14	9.48402650244238e-13	chr22	-	20707690	20858811	151121	protein_coding
ENSG00000147224	PRPS1	2822.84918634403	3138.0851620686	1852.87153348682	1683.62021675394	12.5221383340173	12.6046194779731	12.2242624009773	12.1630247197044	2374.35652466335	-0.753129135437922	0.100926360253426	-7.46216482539167	8.51123178734607e-14	9.60756601693155e-13	chrX	+	107628509	107651026	22517	protein_coding
ENSG00000105968	H2AZ2	7401.60991706272	8488.97195556525	5276.67591858728	5042.65287345864	13.3868472875616	13.5298513994183	13.0544982761056	13.0122659091555	6552.47766616847	-0.622947388316757	0.0835101441771171	-7.45954152582402	8.68240628185386e-14	9.79449083967743e-13	chr7	-	44826790	44848077	21287	protein_coding
ENSG00000122034	GTF3A	1921.13569338409	2120.56152868506	1101.03504849167	1178.84194335788	12.2480085102654	12.3145775863748	11.9189034496588	11.9552513276879	1580.39355347968	-0.826742901146763	0.110845535481503	-7.45851330462221	8.75041852167498e-14	9.86487452221972e-13	chr13	+	27424618	27435823	11205	protein_coding
ENSG00000119383	PTPA	7996.6328327764	8256.45002990065	5695.89846843139	5592.57391927224	13.4669433627994	13.5004997635891	13.1269299477133	13.1094422250004	6885.38881259517	-0.525883788466421	0.070511600285043	-7.45811733587859	8.77674951231732e-14	9.88820822783735e-13	chr9	+	129111313	129148945	37632	protein_coding
ENSG00000102287	GABRE	366.084879177745	295.936996300407	808.039947721502	787.94657310605	11.4635846159467	11.3995183886236	11.7671748484753	11.7557209731332	564.502099076426	1.27143721056266	0.17051847320806	7.45630186948311	8.89847425907277e-14	1.00189171693075e-12	chrX	-	151953123	151974676	21553	protein_coding
ENSG00000114853	ZBTB47	1974.05061692306	1954.33717686698	3132.65202081312	3094.33185480188	12.2660664249349	12.2593736524856	12.6032444753213	12.5935021692805	2538.84291735126	0.664692324283261	0.0891476548390836	7.45608311831722	8.91325280280593e-14	1.00282810848351e-12	chr3	+	42653696	42667580	13884	protein_coding
ENSG00000111885	MAN1A1	1143.61028628092	928.166033851277	1945.00835762838	1954.47685125915	11.9389670518044	11.8325835066243	12.2561922132226	12.259421216091	1492.81538225493	0.913559685859269	0.122526622259754	7.45600971454627	8.91821726965621e-14	1.00282810848351e-12	chr6	-	119177204	119349761	172557	protein_coding
ENSG00000273213	H3-2	504.311618218309	496.751386647112	132.67702676385	183.649005971332	11.5731365264331	11.5675913916831	11.2093444454072	11.2776019249894	329.347259400151	-1.66495128677622	0.223333740548459	-7.45499216861482	8.98731686937485e-14	1.009951171627e-12	chr1	-	143902386	143905966	3580	protein_coding
ENSG00000156475	PPP2R2B	292.651924062445	284.406983457534	737.094593132499	669.959781560222	11.3963333301303	11.3882566648254	11.7259975735258	11.684986626738	496.028320553175	1.2865502692488	0.172627781312993	7.45274172826295	9.14201429695812e-14	1.02667803553747e-12	chr5	-	146589510	147081491	491981	protein_coding
ENSG00000198938	MT-CO3	91685.3640470469	87469.5599292454	66959.515576639	63865.7372777064	16.5396696674808	16.4743450170713	16.1059054926804	16.0411446532219	77495.0442076594	-0.453538620976896	0.0608699326027693	-7.45094665927496	9.26728284047682e-14	1.04008066303638e-12	chrM	+	9206	9990	784	protein_coding
ENSG00000104805	NUCB1	6727.75456423997	6313.64286587655	9261.59356270985	9652.34552054911	13.2900612466965	13.2269541802627	13.6231225869157	13.6680032667683	7988.83412834387	0.536450579477517	0.0720350946384521	7.44707259940437	9.54341091966816e-14	1.07038652953952e-12	chr19	+	48900311	48923372	23061	protein_coding
ENSG00000157193	LRP8	1984.8495809106	2067.71563648856	1207.91376449588	1123.43944993636	12.2697155138366	12.2973229689061	11.9684807725954	11.9295153256061	1595.97960795785	-0.797416839674795	0.107093633134129	-7.44597803191601	9.62288193168939e-14	1.07861076977614e-12	chr1	-	53242363	53328070	85707	protein_coding
ENSG00000181444	ZNF467	306.690577246252	230.60025685746	703.003968200121	709.972693475764	11.4098179962399	11.3322705277886	11.7054389012606	11.7096849180306	487.566873944899	1.39742968096035	0.187760444125924	7.44262023593823	9.87075468317623e-14	1.10568830219395e-12	chr7	-	149764181	149773588	9407	protein_coding
ENSG00000182963	GJC1	3029.10939850612	3428.25715194758	1991.99813794058	1916.5158835444	12.5767385584487	12.6758997476491	12.27212445814	12.2464177129528	2591.47014298467	-0.724533389353077	0.097367217796398	-7.44124568566937	9.97402476751504e-14	1.11654372923592e-12	chr17	-	44798447	44830813	32366	protein_coding
ENSG00000165490	DDIAS	149.025703028108	227.717753646742	24.8769425182218	18.467497807173	11.2325036593551	11.3290896025783	10.9888039079667	10.9654131467866	105.021974250061	-3.11620913754278	0.418919180532043	-7.438688134511	1.01690075331237e-13	1.13764556551256e-12	chr11	+	82901735	82934659	32924	protein_coding
ENSG00000166483	WEE1	2525.87767668656	2912.28907722901	1623.45084137433	1544.08801109975	12.4388486842304	12.5461196060272	12.1403736746154	12.1097243198151	2151.42640159741	-0.779971474736983	0.104887735132089	-7.43625051827779	1.03583313781574e-13	1.15808783873119e-12	chr11	+	9573669	9589985	16316	protein_coding
ENSG00000100644	HIF1A	12085.1205984606	11199.485808044	8176.22177432224	8024.12779721669	13.9189455033358	13.8327179371568	13.4902252329694	13.4705335197706	9871.23899451088	-0.523196277481504	0.0703765505125406	-7.43424157153417	1.05169619069575e-13	1.17507468079455e-12	chr14	+	61695512	61748258	52746	protein_coding
