Gene.id	genename	Control_rep1	Control_rep2	si88_si91_rep1	si88_si91_rep2	Control_rep1.1	Control_rep2.1	si88_si91_rep1.1	si88_si91_rep2.1	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	chromosome	strand	start	end	length	type
ENSG00000005022	SLC25A5	7836.36465477953	8898.76056332624	4889.82776604276	4574.72421383622	13.1490346037176	13.3092983822144	12.5780491703326	12.5007829949963	6549.91929949619	-0.822337481685716	0.0869425290028177	-9.45840305219399	3.12681927367718e-21	7.30466355003312e-20	chrX	+	119468443	119471396	2953	protein_coding
ENSG00000134853	PDGFRA	371.433354833191	266.658904178114	983.817254349666	1026.36763243641	10.4055441637513	10.2479627622931	11.0192877153516	11.0516002798469	662.069286449345	1.65816466517861	0.17547296462398	9.44968741328266	3.39844053334977e-21	7.9291188149134e-20	chr4	+	54229292	54298245	68953	protein_coding
ENSG00000123572	NRK	1062.65104770324	1016.63707217906	386.760872295454	408.350546368183	11.0784811205995	11.0442877098471	10.4264011068303	10.455001602904	718.599884636484	-1.38704676461347	0.146794865054557	-9.44887795699094	3.42482126487705e-21	7.9805289423442e-20	chrX	+	105822538	105958610	136072	protein_coding
ENSG00000156675	RAB11FIP1	1160.45450504097	1160.75052406944	2308.67896582984	2276.3795738862	11.1480991643928	11.148303956619	11.7656083656896	11.7516750123599	1726.56589220661	0.982102120674642	0.103978781346914	9.4452166870274	3.54669717640075e-21	8.2540498799836e-20	chr8	-	37858617	37899497	40880	protein_coding
ENSG00000180354	MTURN	463.742235915995	415.674174160001	1161.19694518966	1102.24695156595	10.5246517853672	10.4645078383568	11.1486127355197	11.1071481428845	785.715076707902	1.36503634536818	0.144589238418303	9.4407879887926	3.69986386032026e-21	8.5996076206583e-20	chr7	+	30134985	30162762	27777	protein_coding
ENSG00000119906	SLF2	3679.16826030036	3822.43774775906	1915.51779541129	2120.62728725188	12.2546713978321	12.2970702075041	11.5852570834302	11.6823779865344	2884.43777268065	-0.894669897181933	0.0948695983932369	-9.43052265778025	4.0805056301432e-21	9.47234442233748e-20	chr10	+	100912962	100965134	52172	protein_coding
ENSG00000173674	EIF1AX	2711.0239241819	3406.76357359906	1446.46737581893	1359.83727176886	11.9281164390056	12.1703111721754	11.3317205925246	11.2788879874555	2231.02303634219	-1.12462472385368	0.119262527841443	-9.42982464155758	4.10775136306898e-21	9.52355183442837e-20	chrX	-	20124524	20141838	17314	protein_coding
ENSG00000179295	PTPN11	9172.64559997823	10007.5518156257	5848.95815620336	5609.0791430231	13.3478592643717	13.4593814444294	12.7901667676658	12.7400212626064	7659.55867870759	-0.743315299696558	0.0788651681901602	-9.42514061346159	4.29529659099225e-21	9.94580529682216e-20	chr12	+	112418946	112509918	90972	protein_coding
ENSG00000170515	PA2G4	4628.63103715207	5952.76789032907	2636.00849841086	2360.24618976622	12.5143055517204	12.8113299289616	11.8992552958398	11.7875589830848	3894.41340391455	-1.08272657687923	0.114959994294241	-9.41829010627808	4.58493397657861e-21	1.06030929065411e-19	chr12	+	56104558	56113910	9352	protein_coding
ENSG00000221829	FANCG	721.987319897651	1034.28361730849	249.611626800612	239.618902514337	10.7979301191809	11.0575164224575	10.2192571028047	10.2019320839702	561.375366630273	-1.84468628165995	0.195886930694624	-9.41709727708024	4.63730489925429e-21	1.07107160452965e-19	chr9	-	35073838	35079942	6104	protein_coding
ENSG00000178922	HYI	1830.79280814229	2447.96795489981	869.526216437297	859.632812770184	11.542961367029	11.8240985179492	10.927846719359	10.9195834464235	1501.9799480624	-1.30772200436103	0.1390709625343	-9.40327139850276	5.28924343405368e-21	1.22011417005143e-19	chr1	-	43451002	43453989	2987	protein_coding
ENSG00000265972	TXNIP	2142.88473942225	1524.46542645944	9295.06153133708	8877.88033815618	11.6925030961879	11.3774804245873	13.3647642046274	13.3063155422012	5460.07300884374	2.30925685600753	0.245606376527964	9.40226751704307	5.33996425414401e-21	1.23026880344532e-19	chr1	-	145992434	145996579	4145	protein_coding
ENSG00000122034	GTF3A	1954.97023150369	2163.66250559227	932.614869364925	1009.39462684164	11.6044987692711	11.7018863589575	10.9792010248574	11.0388157905935	1515.16055832563	-1.08532747726921	0.115511573436195	-9.3958332051352	5.67667267051101e-21	1.30620380420956e-19	chr13	+	27424618	27435823	11205	protein_coding
ENSG00000073792	IGF2BP2	2490.14195873376	2530.31849883717	4365.00331994917	4365.05767413617	11.8413204678275	11.8575257438148	12.4469017277809	12.4469159634686	3437.63036291407	0.798095581082887	0.0849482714913823	9.39507734614531	5.71757992088169e-21	1.31238059718631e-19	chr3	-	185643129	185825042	181913	protein_coding
ENSG00000166619	BLCAP	1658.26311373753	1771.51705827151	3391.24367693579	3122.03461734305	11.4523669032682	11.5125393099638	12.1653470413772	12.0762797912104	2485.76461657197	0.925096868912438	0.0984661705244547	9.39507308941891	5.71781111942623e-21	1.31238059718631e-19	chr20	-	37517417	37527931	10514	protein_coding
ENSG00000073350	LLGL2	264.838575487571	200.974541751887	827.467114485546	748.809070357303	10.2449462344245	10.1309569406111	10.8923002207186	10.8226894437809	510.522325520577	1.76167364513866	0.187522020998603	9.39448943519964	5.74959924446804e-21	1.31802923004896e-19	chr17	+	75525696	75575209	49513	protein_coding
ENSG00000184678	H2BC21	2151.67606143014	3167.5548507334	1023.13337139152	980.440676121162	11.6964813055291	12.0917489613031	11.0491746692866	11.0166856039827	1830.70123991906	-1.40910829287374	0.15000066941428	-9.39401336258034	5.7756574282771e-21	1.32235189149656e-19	chr1	-	149884458	149886652	2194	protein_coding
ENSG00000134882	UBAC2	1786.83619810286	1674.46106005962	3538.45053376692	3148.99174387591	11.5204694825366	11.4611453718445	12.2117325014913	12.0854615705838	2537.18488395133	0.950679062872232	0.101240078763822	9.39034297958249	5.98051913933038e-21	1.36755034167353e-19	chr13	+	99200853	99386504	185651	protein_coding
ENSG00000173706	HEG1	20225.5351943931	18128.8840296385	30742.4605418205	31175.417629209	14.3919995799697	14.2438068163488	14.9668018670049	14.9861846954855	25068.0743487653	0.691051200433659	0.0736082016962378	9.38823642622667	6.10132493773973e-21	1.39343940928827e-19	chr3	-	124965709	125055997	90288	protein_coding
ENSG00000142166	IFNAR1	2392.33850139602	2448.94831851812	1112.73754511482	1264.98812285694	11.8010415647739	11.8245013500147	11.1146309887444	11.2183811612655	1804.75312197147	-1.02643360805901	0.109339868921366	-9.38755111181987	6.14114397169636e-21	1.4007911255688e-19	chr21	+	33324969	33359864	34895	protein_coding
ENSG00000051180	RAD51	248.354846722784	428.418901197925	32.0014906154631	40.9348958461992	10.2170991234764	10.4808260035981	9.65699869841024	9.6987507023328	187.427533595593	-3.21845921940227	0.342848427297882	-9.38741135483153	6.14929581077801e-21	1.40091029376558e-19	chr15	+	40695173	40732340	37167	protein_coding
ENSG00000188643	S100A16	7742.95685844574	8487.98820725775	4803.88090553266	4832.31453403913	13.1340450995422	13.2494439600402	12.5573908718748	12.564258766739	6466.78512631882	-0.752381754150233	0.0801594534090395	-9.38606392824265	6.2284404422925e-21	1.41718244611369e-19	chr1	-	153606885	153613137	6252	protein_coding
ENSG00000092068	SLC7A8	647.261082830619	448.026173563963	1595.50288925666	1504.60702537127	10.725856775799	10.5053981398384	11.4177807971693	11.3659845111824	1048.84929275563	1.50330349378417	0.16017600829014	9.38532249512124	6.27241928840087e-21	1.42542280907942e-19	chr14	-	23125294	23183660	58366	protein_coding
ENSG00000159263	SIM2	3594.55178597446	3536.17157121491	1923.74675014098	2019.7876657771	12.2290105057935	12.2110260706858	11.5892936854997	11.6355166617519	2768.56444327686	-0.854692072862255	0.0911216911068864	-9.37967746735182	6.61748446689221e-21	1.50198083783776e-19	chr21	+	36699114	36749917	50803	protein_coding
ENSG00000197380	DACT3	32.9674575295731	39.2145447320755	319.100577851332	266.5760290472	9.66177681956903	9.69110003377989	10.3304409202923	10.2478256721431	164.464652290045	3.01762637131533	0.321896631437526	9.3745198818615	6.94913132195369e-21	1.5753080164656e-19	chr19	-	46647550	46661182	13632	protein_coding
ENSG00000168439	STIP1	5793.48120319698	6723.33369431435	3497.30576011847	3396.59794314073	12.7787262055183	12.9592796719687	12.198922867583	12.1670616435509	4852.67965019263	-0.86066571789215	0.0918416228185087	-9.37119457909558	7.17161861962073e-21	1.62373934763842e-19	chr11	+	64185271	64204543	19272	protein_coding
ENSG00000009413	REV3L	3912.13829350934	3414.60648254548	6395.72648157613	7299.39081784299	12.3229748134299	12.172813031149	12.8982492453759	13.0606335366752	5255.46551886848	0.90263364740099	0.0964478804173873	9.35877121917826	8.06693693913884e-21	1.82420069059689e-19	chr6	-	111299051	111483715	184664	protein_coding
ENSG00000084090	STARD7	5223.14418793537	6111.58679649397	3062.08548774817	3092.08225452876	12.6554223573277	12.8431090314806	12.0556388903205	12.0660056167066	4372.22468167657	-0.881418218480281	0.0941912120194278	-9.357754291329	8.14493972969784e-21	1.83957421053766e-19	chr2	-	96184858	96208827	23969	protein_coding
ENSG00000125835	SNRPB	4391.26534293914	5625.32644181623	2504.34522273581	2259.40656829144	12.4537631580915	12.7434742496724	11.8470715242683	11.7442949076722	3695.08589394566	-1.07235554699807	0.114625070671526	-9.35533161040352	8.33378792957362e-21	1.87991417644755e-19	chr20	-	2461633	2470853	9220	protein_coding
ENSG00000185813	PCYT2	4016.53524235299	4199.87774080529	2369.02463384757	2235.44467804	12.3525311360564	12.4029739150815	11.7912603707053	11.7338064368589	3205.22057376146	-0.835402340012759	0.0893344609537248	-9.35140069234309	8.64945721585114e-21	1.94872801714673e-19	chr17	-	81900957	81911399	10442	protein_coding
ENSG00000205581	HMGN1	5975.90113486062	6896.85805475378	3655.48455658919	3431.54236642407	12.8160032983783	12.9905760678493	12.2475365824101	12.1782001735287	4989.94652815691	-0.861174093467741	0.0921412973049637	-9.34623365044968	9.08244123398084e-21	2.04377188649946e-19	chr21	-	39342314	39349344	7030	protein_coding
ENSG00000143815	LBR	2738.49680545654	3383.23484675982	1457.43931545852	1447.69753602412	11.9385353960273	12.1627784014542	11.3382576656804	11.3324551949006	2256.71712592475	-1.07578586250404	0.11512300574911	-9.34466447869271	9.21812721944754e-21	2.07176563039775e-19	chr1	-	225401502	225428855	27353	protein_coding
ENSG00000123836	PFKFB2	1015.39769191085	936.247255478303	1986.83540306861	2044.74796812234	11.0433530905911	10.9820901996294	11.619838296981	11.6472705365532	1495.80707964503	1.04714202033022	0.112122400769351	9.33927576599362	9.69952967337202e-21	2.17729540174153e-19	chr1	+	207034415	207079134	44719	protein_coding
ENSG00000147065	MSN	30291.5988934228	32607.8743083391	20409.6363862391	19273.3470589032	14.9463365793883	15.0485171577614	14.4043119796024	14.3265820592864	25645.614161726	-0.66453281119315	0.0712017279475685	-9.3330994955979	1.02819237948562e-20	2.30520982565505e-19	chrX	+	65667653	65741931	74278	protein_coding
ENSG00000124225	PMEPA1	1989.03660428425	2082.29232527321	1018.56172987503	982.437500308782	11.6208914017275	11.6647569711224	11.0457376513777	11.0182251168751	1518.08203993532	-1.02476989883572	0.109885325517928	-9.32581210462477	1.10136883400095e-20	2.46626030852749e-19	chr20	-	57648393	57711536	63143	protein_coding
ENSG00000052802	MSMO1	4824.23795182753	4253.79773981189	2255.6479242385	2523.98577315102	12.5623113378207	12.4174698256381	11.7426551002622	11.8549842413111	3464.41734725724	-0.925521000455872	0.0992907873902702	-9.3213179669735	1.14903987634149e-20	2.5698745687433e-19	chr4	+	165327668	165343164	15496	protein_coding
ENSG00000152601	MBNL1	7830.8700785246	8305.6405742536	4479.29435786153	4952.1239852963	13.1481572101349	13.22204922499	12.4765209808309	12.59283589922	6391.98224898401	-0.775068821293931	0.0831593702303304	-9.32028247865738	1.16030970433476e-20	2.5919229672743e-19	chr3	+	152268039	152465779	197740	protein_coding
ENSG00000006634	DBF4	448.357422402195	654.882897025661	75.8892491738125	121.806275444788	10.505807919668	10.7334307023318	9.82856985092251	9.95806198644154	325.233961011614	-2.48510838940043	0.266720074218817	-9.31729040897631	1.19349203360111e-20	2.66280689197855e-19	chr7	+	87876492	87909553	33061	protein_coding
ENSG00000149136	SSRP1	7214.37862272159	8931.1125627302	4354.94570861288	4075.51816693135	13.0461219271974	13.313907775345	12.4442650923243	12.3689580919039	6143.988765249	-0.937584100085209	0.100632815147456	-9.31688235801984	1.19808946862601e-20	2.66982024549887e-19	chr11	-	57325987	57335892	9905	protein_coding
ENSG00000107282	APBA1	290.113626260244	238.228359247359	805.523235206371	817.699504830175	10.2858630365701	10.1994903411608	10.8733068460436	10.8838849880319	537.891181386037	1.62127312968432	0.174062500968074	9.31431595356479	1.2274087717012e-20	2.73183998375483e-19	chr9	-	69427531	69672371	244840	protein_coding
ENSG00000163584	RPL22L1	1416.50175852066	1670.53960558642	645.515782129056	664.942454477285	11.3136938747924	11.4590255827417	10.7241149167188	10.7433463761098	1099.37490017835	-1.23687117035977	0.132877200208099	-9.30837772336189	1.29799659058982e-20	2.88544956373006e-19	chr3	-	170864874	170870195	5321	protein_coding
ENSG00000166503	HDGFL3	3564.88107419784	3337.15775669963	1874.37302176284	1906.9670991766	12.2198993014278	12.1479070897619	11.5648867308036	11.5810495401085	2670.84473795923	-0.867988885431657	0.0932533486731351	-9.30785754915965	1.3043678234236e-20	2.89610664736448e-19	chr15	-	83127752	83207823	80071	protein_coding
ENSG00000176871	WSB2	6913.27584395148	7695.85440366982	4265.34153488958	4270.20852522425	12.9935018363068	13.126426286383	12.4205538986266	12.4218521487254	5786.17007693378	-0.775506725544218	0.083362644181441	-9.30280862800258	1.36783761424203e-20	3.03336162713914e-19	chr12	-	118032693	118061211	28518	protein_coding
ENSG00000142156	COL6A1	970.342166620436	750.958531619246	2027.98017671706	2002.81466018233	11.0088690894174	10.8246499997039	11.6393860092735	11.6274642071495	1438.02388378477	1.2290358022594	0.132198141995791	9.29692190604715	1.44570336854769e-20	3.2021719243996e-19	chr21	+	45981769	46005048	23279	protein_coding
ENSG00000078747	ITCH	3172.56832959592	3202.84794099227	1701.56497243934	1782.16558745038	12.0934421451228	12.1036244741874	11.4757029128019	11.5180567616531	2464.78670761948	-0.872102912024335	0.0938434959579034	-9.29316308096137	1.49769900151347e-20	3.31334326093859e-19	chr20	+	34363275	34508115	144840	protein_coding
ENSG00000135624	CCT7	8820.99271966278	10187.9387213932	5558.20175575429	5300.5698060359	13.2981571853667	13.4823771644889	12.729153701859	12.6728047724649	7466.92575071155	-0.807923951090422	0.0869388151952825	-9.29301773063801	1.49974633357029e-20	3.31387992503221e-19	chr2	+	73234235	73253021	18786	protein_coding
ENSG00000162804	SNED1	2216.5120612383	1663.6770602583	4122.70631957495	4249.24187125424	11.7254610073052	11.4553076013076	12.3819627872002	12.4162507986633	3063.03432808145	1.11029939353191	0.119534602349746	9.28851873605009	1.56450381423403e-20	3.45014512666503e-19	chr2	+	240998617	241095568	96951	protein_coding
ENSG00000184557	SOCS3	1902.22229945637	1823.47633004151	3630.79769240011	3305.74244260404	11.5787089652787	11.5392442949586	12.2400604436925	12.1376755421633	2665.55969112551	0.897103991195491	0.0965825030107395	9.28847320405165	1.56517312412154e-20	3.45014512666503e-19	chr17	-	78356777	78360077	3300	protein_coding
ENSG00000184009	ACTG1	193734.363087787	195625.677850432	130681.287077305	132270.632600008	17.573302455646	17.5872261508176	17.0098646153576	17.0271357762278	163077.990153883	-0.566308523027725	0.0609716740906412	-9.288059274637	1.57127079230946e-20	3.45625152008331e-19	chr17	-	81510689	81523847	13158	protein_coding
ENSG00000163938	GNL3	1942.88216374284	2055.82250757906	999.360835505748	947.493077025441	11.5986328950457	11.6524524757644	11.0311932157996	10.9909903007233	1486.38964596327	-1.03833108818683	0.111792395772478	-9.28802966437946	1.57170788545342e-20	3.45625152008331e-19	chr3	+	52686015	52694492	8477	protein_coding
ENSG00000185697	MYBL1	669.239387850334	931.345437386794	221.267449398345	228.63636948243	10.7475543207099	10.9781896491141	10.1690637887746	10.1824326812383	512.622161029476	-1.83214280334787	0.197387695781095	-9.28195040778902	1.66404112033745e-20	3.65491902531533e-19	chr8	-	66562174	66613249	51075	protein_coding
ENSG00000082497	SERTAD4	861.549556772844	941.149073569813	305.385653301848	336.464875613881	10.9211889952248	10.9859778467277	10.3096412495567	10.3560754698836	611.137289814597	-1.49090122674833	0.1606474516605	-9.28057813141715	1.68561438741642e-20	3.69787949602633e-19	chr1	+	210232795	210246255	13460	protein_coding
ENSG00000146374	RSPO3	20.8793897687296	13.7250906562264	213.952822971953	240.617314608147	9.59560357776095	9.54670815691103	10.1555537178516	10.2036805222809	122.293654501264	3.72492783942418	0.401428241557522	9.27918729626904	1.70776156729266e-20	3.74199497596992e-19	chr6	+	127118670	127199481	80811	protein_coding
ENSG00000110042	DTX4	17.5826440157723	8.82327256471699	220.353121095046	211.663363887664	9.57433645576045	9.50513422813687	10.1673883294478	10.1512741344282	114.6056003908	4.04917299506621	0.436565028497415	9.27507411439436	1.77495599459814e-20	3.88459379890478e-19	chr11	+	59172131	59208588	36457	protein_coding
ENSG00000163468	CCT3	9405.61563318721	10785.9605285574	5951.36292617284	5769.82349012647	13.3798614563894	13.5560776868901	12.8110456024469	12.7738192635538	7978.19064451097	-0.784758446410145	0.0846247792835365	-9.27338839822318	1.80324373122128e-20	3.94180492770061e-19	chr1	-	156318869	156367859	48990	protein_coding
ENSG00000123219	CENPK	261.541829734613	433.320719289435	32.0014906154631	47.9237805028674	10.2394541119679	10.4870283692043	9.65699869841024	9.7282659189295	193.696955035595	-3.12604379276011	0.33720192365582	-9.27053961872071	1.85206527126675e-20	4.04371254589776e-19	chr5	-	65517765	65563168	45403	protein_coding
ENSG00000139880	CDH24	643.964337077662	728.410168398303	1557.1011005181	1540.54986074842	10.7225641576122	10.803909546015	11.3961519882525	11.3867166137722	1117.50636668562	1.17358981344635	0.126646340589256	9.26666975126091	1.92048541930405e-20	4.18811796547041e-19	chr14	-	23047061	23057538	10477	protein_coding
ENSG00000154920	EME1	189.013423169553	291.167994635661	16.457909459381	19.9682418761947	10.1075220841094	10.2875265248983	9.56662683422353	9.58990625707634	129.151892285197	-3.72510100573153	0.402320240982936	-9.25904447817608	2.06269801870031e-20	4.49291352543002e-19	chr17	+	50373228	50381483	8255	protein_coding
ENSG00000167004	PDIA3	16278.2316128522	16231.8804282244	10508.3751898148	10611.1237330099	14.0989844731177	14.0951634050632	13.5223383497749	13.5349197156388	13407.4027409753	-0.622322172508253	0.0673391236409797	-9.24161377308948	2.42807136885251e-20	5.28249365815992e-19	chr15	+	43746437	43773278	26841	protein_coding
ENSG00000146966	DENND2A	719.78948939568	787.231985496416	1797.56944428573	1589.4720533451	10.7958765833722	10.8572287830731	11.525997222199	11.414408027354	1223.51574313073	1.16800060652462	0.126428778990852	9.23840770944355	2.50192545231662e-20	5.43672842076188e-19	chr7	-	140518419	140640813	122394	protein_coding
ENSG00000164818	DNAAF5	1679.14250350626	2036.21523521302	784.493684230495	838.666158800179	11.463671459042	11.6432641304007	10.8548020318102	10.9018731043144	1334.62939543749	-1.19556320778197	0.129618180982628	-9.22373079701074	2.86938826806885e-20	6.22786139223171e-19	chr7	+	726698	786475	59777	protein_coding
ENSG00000163508	EOMES	20.8793897687296	15.6858178928302	222.181777701644	227.63795738862	9.59560357776095	9.56117988850716	10.1707355177399	10.1806351055421	121.596235687956	3.62737183741002	0.393272151113733	9.22356649749397	2.87379000501176e-20	6.23005101204557e-19	chr3	-	27715948	27722498	6550	protein_coding
ENSG00000100578	KIAA0586	1309.90697917504	1618.58033381642	519.338476273801	613.025025599179	11.2474008096589	11.4306061711783	10.5898913027485	10.6911595773061	1015.21270371611	-1.3722199466682	0.148892119719845	-9.21620263886475	3.07808165843765e-20	6.66506313823492e-19	chr14	+	58427401	58551289	123888	protein_coding
ENSG00000120324	PCDHB10	152.749219887022	140.19199741717	572.36951786514	527.161585531541	10.0311894098833	10.0025482108055	10.6484226604546	10.5987394160184	348.118080175218	1.90953269425378	0.207211767797485	9.21536800033495	3.10212376825539e-20	6.70921043965907e-19	chr5	+	141192352	141195647	3295	protein_coding
ENSG00000135916	ITM2C	2156.07172243408	2020.52941732019	4096.19079877928	3661.17714800031	11.698465980389	11.6358674576058	12.3746701799067	12.2492548392574	2983.49227163346	0.893722597851991	0.097090067536548	9.20508781720193	3.41391960935151e-20	7.37486963140146e-19	chr2	+	230864941	230879248	14307	protein_coding
ENSG00000165244	ZNF367	320.883253287845	540.18035368434	71.3176076573178	58.9063135347745	10.333107807262	10.6132952903016	9.81366202689319	9.7705178768799	247.821882041069	-2.72469161100676	0.296328108749372	-9.194846963746	3.75528756152717e-20	8.10277205696379e-19	chr9	-	96385940	96418370	32430	protein_coding
ENSG00000182568	SATB1	1889.03531644454	1697.00942328057	3323.58338249167	3344.68051426262	11.5721820268166	11.473267489546	12.1434953689524	12.1503459758044	2563.57715911985	0.895447831473569	0.0974034611127334	9.19318288327752	3.81385844112408e-20	8.21949163097658e-19	chr3	-	18347939	18438773	90834	protein_coding
ENSG00000010818	HIVEP2	2226.40229849717	2142.09450598963	3791.71947378073	3913.77540773417	11.7298270630703	11.6921449227289	12.2880874401989	12.3234431602321	3018.49792150042	0.818875615230206	0.0891369968796838	9.18670859346446	4.05045202699719e-20	8.71915593431682e-19	chr6	-	142751477	142946365	194888	protein_coding
ENSG00000146731	CCT6A	10568.2679687302	11594.7605136564	6735.85661040333	6830.13713375241	13.5296855191956	13.6500883351987	12.9615614438922	12.9786236968631	8932.25555663558	-0.708307986458854	0.0771061333991027	-9.18614324482644	4.07178786841211e-20	8.75482070723457e-19	chr7	+	56051684	56063989	12305	protein_coding
ENSG00000112640	PPP2R5D	2854.98182206103	2997.95194476717	1596.41721755996	1566.50857518748	11.9818506613262	12.0332093979369	11.4182913700209	11.4014842020367	2253.96488989391	-0.88798508593645	0.0966743361930351	-9.18532385020322	4.10290856120515e-20	8.81141602349112e-19	chr6	+	42984552	43012342	27790	protein_coding
ENSG00000169231	THBS3	2568.16494155375	2450.90904575472	4601.81435050359	4263.21964056758	11.8726162454139	11.8253066547357	12.507594809302	12.4199875156203	3471.02699459491	0.821046736327044	0.0894108768505312	9.18285073637734	4.19827054987179e-20	9.00568269120863e-19	chr1	-	155195589	155207981	12392	protein_coding
ENSG00000127022	CANX	37331.2499912376	38885.1425563261	25497.8733940977	24240.4472256066	15.2368213173509	15.2937557096413	14.7086222864272	14.6391844999871	31488.678291817	-0.615736261456232	0.0670766725060722	-9.17958864761056	4.32741320388446e-20	9.27187412482223e-19	chr5	+	179678627	179731622	52995	protein_coding
ENSG00000081087	OSTM1	1961.5637230096	1887.19996523113	942.672480701213	954.481961682109	11.6076874111361	11.5712710472145	10.9871834530078	10.9964877068916	1436.47953265601	-1.02047190964579	0.111217805365499	-9.1754364896176	4.49748658819326e-20	9.62504064480241e-19	chr6	-	108041408	108074741	33333	protein_coding
ENSG00000213551	DNAJC9	1892.3320621975	2795.01667577868	861.297261707607	900.567708616383	11.5738167926675	11.9597237142335	10.9209777894626	10.9533974079744	1612.30342707504	-1.41243357709558	0.154019815991978	-9.17046659222823	4.70976003376058e-20	1.00675918207115e-18	chr10	-	73241953	73247255	5302	protein_coding
ENSG00000117152	RGS4	15011.1823284656	15256.418628014	9459.64062593089	9943.18604225117	13.9906955422987	14.012300817959	13.3871816088274	13.4510859595557	12417.6069061654	-0.641592598880997	0.0700787485174141	-9.15530902669538	5.42024501649079e-20	1.15728533712563e-18	chr1	+	163068774	163076802	8028	protein_coding
ENSG00000159403	C1R	1886.83748594257	1501.91706323849	3508.27769975805	3433.53919061169	11.5710910555449	11.364419337641	12.2023503328923	12.1788339679069	2582.6428598877	1.03549762530174	0.113144943273515	9.15195673215857	5.5911481413226e-20	1.19238864310064e-18	chr12	-	7080218	7092445	12227	protein_coding
ENSG00000143355	LHX9	138.463321624207	140.19199741717	551.339966889264	506.194931561537	9.99850119837427	10.0025482108055	10.6256096244337	10.574848855602	334.047554373045	1.92425931961513	0.210310808917637	9.14959782389841	5.71458949869036e-20	1.21730037557949e-18	chr1	+	197912504	197935478	22974	protein_coding
ENSG00000147383	NSDHL	1325.29179268884	1362.70542943962	580.598472594831	605.037728848701	11.2571872693604	11.2806729852522	10.6572147226654	10.6828992727042	968.408355892999	-1.18123710860193	0.129105587780677	-9.14938794600124	5.72570200616777e-20	1.21825423218137e-18	chrX	+	152831062	152869729	38667	protein_coding
ENSG00000158270	COLEC12	2919.81782186919	2875.40649247944	4947.4304491506	4843.29706707104	12.0053798022517	11.9893064574369	12.5917272150042	12.5669025722706	3896.48795764257	0.756659864676712	0.0827068608031747	9.14869525126104	5.76253025591421e-20	1.22467107128584e-18	chr18	-	316736	500701	183965	protein_coding
ENSG00000116044	NFE2L2	3370.37307477336	3281.27703045642	5474.99788015409	5635.03785746216	12.1586433126963	12.1296547830545	12.7111994725656	12.7455341761669	4440.42146071151	0.740135281083619	0.0809066000197825	9.14802106259129	5.79859941956557e-20	1.23091193690246e-18	chr2	-	177230307	177392697	162390	protein_coding
ENSG00000167747	C19orf48	912.09965831819	1276.43343102906	345.616098647001	366.417238428174	10.9627483738625	11.2258396705826	10.369289072202	10.3986134669777	725.141606605606	-1.62117303998394	0.177232570343207	-9.14715075702267	5.84549100419698e-20	1.2394330925989e-18	chr19	-	50797703	50804929	7226	transcribed_unitary_pseudogene
ENSG00000142089	IFITM3	2449.48209444728	2438.1643187168	4167.50840643659	4250.24028334805	11.824720628513	11.8200635900611	12.3941991757839	12.4165180373311	3326.34877573718	0.784275616165042	0.0857475967862518	9.14632765883868	5.89018387443766e-20	1.24746893082381e-18	chr11	-	319675	320860	1185	protein_coding
ENSG00000168807	SNTB2	3111.02907554072	3245.00357657925	1760.99631215377	1750.21640044847	12.0725135912647	12.1176766404542	11.5070651148228	11.5014321854877	2466.81134118055	-0.856270596443502	0.0936888114553017	-9.13951818944809	6.27311857385109e-20	1.32703920798449e-18	chr16	+	69187128	69309052	121924	protein_coding
ENSG00000138092	CENPO	1495.62365659163	2013.66687199208	684.83189917091	697.890053573006	11.360749973424	11.6326184182307	10.762688515291	10.7752033317546	1223.00312033191	-1.34446288918602	0.147182745058274	-9.1346501837135	6.56185740733992e-20	1.38652273548419e-18	chr2	+	24793144	24822376	29232	protein_coding
ENSG00000108561	C1QBP	3246.19565141197	3885.18101933038	1846.94317266387	1783.16399954419	12.1180719377125	12.315240197251	11.5511293702137	11.5185728902259	2690.3709607376	-0.974464555819799	0.106717421730981	-9.13126029483998	6.77064374153232e-20	1.42899494691973e-18	chr17	-	5433018	5448830	15812	protein_coding
ENSG00000080839	RBL1	574.732676265558	753.899622474152	177.379690839995	188.69988573004	10.650955134535	10.8273270514518	10.0839559566969	10.1068972706546	423.677968827436	-1.86113782617802	0.203928782850489	-9.12641070163461	7.080797211416e-20	1.49273936160758e-18	chr20	-	36996348	37095997	99649	protein_coding
ENSG00000140853	NLRC5	1275.84060639448	1279.37452188396	2377.25358857726	2530.97465780768	11.2254544417743	11.2277490897383	11.7947208759059	11.857788807201	1865.86084366585	0.941582537121095	0.103231081333429	9.12111473558867	7.43555275831509e-20	1.56572958426814e-18	chr16	+	56989497	57083524	94027	protein_coding
ENSG00000161202	DVL3	5546.22527172518	5400.8231732251	8820.52514192493	8644.25190820471	12.7265833231848	12.6949994084668	13.2980899360863	13.2725095504795	7102.95637376998	0.674011300918158	0.0739172342835639	9.11845941546584	7.61997754436928e-20	1.60272654833572e-18	chr3	+	184155376	184173614	18238	protein_coding
ENSG00000213928	IRF9	775.834167195954	697.038532612642	1620.18975344573	1590.47046543891	10.847093223388	10.7743915864431	11.431495880141	11.4149670030486	1170.88322967331	1.1250921222208	0.123450598484393	9.11370326295371	7.96168584310062e-20	1.6726827854807e-18	chr14	+	24161264	24166565	5301	protein_coding
